"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"html-keyboard-response","684","1606232","0.0-684.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","685","1607132","0.0-685.0","","","","","","891","img_error_transparentAI/Transparent_Error10.jpg","s","transparent_trial","Transparent_Error10","Safe","0.8","150","4","1","","","","","","","","Safe","","","90"
"html-keyboard-response","686","1608134","0.0-686.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","687","1613723","0.0-687.0","","","","","","5588","","{""confidence"":5,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","688","1614523","0.0-688.0","","","","","","799","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">5 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","689","1619045","0.0-689.0","","","","","","4520","","{""confidence"":4,""trust"":2}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","690","1623048","0.0-690.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","691","1623679","0.0-691.0","","","","","","622","img_transparent/Image10.jpg","s","transparent_trial","Image10","Safe","0.07","17","3","1","","","","","","","","Safe","","","98"
"html-keyboard-response","692","1624680","0.0-692.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","693","1628682","0.0-693.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","694","1629833","0.0-694.0","","","","","","1139","img_transparent/Image114.jpg","s","transparent_trial","Image114","Safe","0.56","138","6","1","","","","","","","","Safe","","","83"
"html-keyboard-response","695","1630834","0.0-695.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","696","1634837","0.0-696.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","697","1636281","0.0-697.0","","","","","","1433","img_transparent/Image134.jpg","s","transparent_trial","Image134","Safe","0.26","69","7","1","","","","","","","","Safe","","","92"
"html-keyboard-response","698","1637281","0.0-698.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","699","1641283","0.0-699.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","700","1642073","0.0-700.0","","","","","","783","img_transparent/Image87.jpg","s","transparent_trial","Image87","Danger","0.16","47","6","0","","","","","","","","Danger","","","95"
"html-keyboard-response","701","1643074","0.0-701.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","702","1647077","0.0-702.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","703","1647915","0.0-703.0","","","","","","834","img_transparent/Image27.jpg","s","transparent_trial","Image27","Danger","0.04","1","3","0","","","","","","","","Danger","","","99"
"html-keyboard-response","704","1648918","0.0-704.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","705","1652927","0.0-705.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","706","1653693","0.0-706.0","","","","","","754","img_transparent/Image105.jpg","s","transparent_trial","Image105","Safe","0.16","49","7","1","","","","","","","","Safe","","","95"
"html-keyboard-response","707","1654695","0.0-707.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","708","1658697","0.0-708.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","709","1659771","0.0-709.0","","","","","","1062","img_transparent/Image1.jpg","s","transparent_trial","Image1","Safe","0.09","28","4","1","","","","","","","","Safe","","","97"
"html-keyboard-response","710","1660773","0.0-710.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","711","1664774","0.0-711.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","712","1665585","0.0-712.0","","","","","","803","img_transparent/Image69.jpg","s","transparent_trial","Image69","Safe","0.57","140","6","1","","","","","","","","Safe","","","82"
"html-keyboard-response","713","1666587","0.0-713.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","714","1670589","0.0-714.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","715","1671352","0.0-715.0","","","","","","757","img_transparent/Image75.jpg","s","transparent_trial","Image75","Safe","0.31","84","4","1","","","","","","","","Safe","","","90"
"html-keyboard-response","716","1672355","0.0-716.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
